po_number,disputedAt,disputedReason,original_oeJobId,original_invoice_number,customerName,siteName,resolution_type,overrideNotes,discrepancy_status,discrepancy_type,item,expected_rate,billed_rate,difference_per_unit,gallons,discrepancy_value,overriddenAt,overriddenBy,archivedAt,replacedByJobId
PO47654,2025-11-17T15:31:36.961Z,"Clear Diesel-Gross Contract Average Unbranded For Austin: $2.4519
4 Refuel Margin: $.50
Total Price Per Contract: $2.9519
Vendor Billed: $3.0338

Difference: $.0819",OE00037788,468144,"Digital Realty Trust, LP",AUS11,dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS (Texas),2.9519,3.484,0.5321,1145.5,609.5205500000001,,,,
PO47758,2025-11-14T14:37:16.816Z,"Dyed Diesel-Gross Contract average: $2.732
Santmyer Margin: $.50
Total Price Per Contract: $3.232
Vendor Billed: $3.189609

Difference: $-.042391",OE00037464,IN-160235,"Quality Technology Services, LLC (QTS)",NAL2-DC1,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.232,3.189609,-0.042391,5005.4,-212.18391139999997,,,,
PO47489,2025-11-14T13:28:54.917Z,"Dyed Diesel-Gross Contract Average Unbranded For Boston: $2.6574
Dennis K Burke Margin: $.50
Total price Per Contract: $3.1574
Vendor Billed: $2.7595

Difference: $-.3979",OE00037517,2148194,"Digital Realty Trust, LP",BOS14,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.1574,2.7595,-0.3979,3001,-1194.0979,,,,
PO47731,2025-11-14T13:23:41.681Z,"Dyed Diesel-Gross Contract Average Unbranded For Boston: $2.6574
Dennis K Burke Margin: $.50
Total price Per Contract: $3.1574
Vendor Billed: $2.7595

Difference: $-.3979",OE00037519,2148193,"Digital Realty Trust, LP",BOS14,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.1574,2.7595,-0.3979,3601,-1432.8379,,,,
PO47561,2025-11-13T18:45:56.645Z,"Dyed Diesel-Gross Contract Average For Tampa: $2.5062
Lewis Margin: $.80
Total price Per Contract: $3.2315
Vendor Billed: $3.2315

Difference: $-.0747",OE00037495,1005690,"Beard Equipment Company, INC.  "," Ocala, FL",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.3062,3.2315,-0.0747,400,-29.880000000000003,,,2025-11-14T07:19:57.233Z,OE00038009
PO47560,2025-11-13T17:52:48.096Z,"Dyed Diesel-Gross Contract Average Unbranded For Stockton: $3.1343
SC Fuels Margin: $.90
Total Price Per Contract: $4.0343
Vendor Billed: $4.09

Difference: $.0557",OE00037385,IN-0000238147,Lowe's Companies Inc,"LOWES - Stockton, CA - DC 1430 ",dispute_active,,disputed,price_discrepancy,Red Dye Diesel - Carb - ULS (CA),4.0343,4.09,0.0557,170.2,9.480139999999999,,,,
PO47832,2025-11-13T16:03:34.791Z,"Dyed Diesel-Gross Contract average For Columbus: $2.7372
Santmyer margin: $.13
Total price per contract: $2.8672
Vendor Billed: $2.894902

Difference: $.027702",OE00037798,IN-160766,"Quality Technology Services, LLC (QTS)",NAL1-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8672,2.894902,0.027702,2500.8,69.27716160000001,,,,
PO47780,2025-11-13T15:18:55.896Z,"Dyed Diesel-Gross Contract Average For Columbus: $2.7372
Santmyer Margin: $.13
Total Price Per Contract: $2.8672
Vendor Billed: $2.894899

Difference: $.027699",OE00037797,IN-160768,"Quality Technology Services, LLC (QTS)",NAL1-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8949,2.894899,-0.000001,4999.4,-0.004999399999999999,,,,
PO47786,2025-11-12T20:50:17.823Z,Expected Rate was $2.396 vs. Billed at $2.2393. Please issue Credit Rebill to correct.,OE00037506,11495685,Carrix,PRS - Bethlehem - 2400 Commerce Center Blvd,dispute_active,,disputed,price_discrepancy,87 Unleaded - Reform (w/10% Eth),2.396,2.2393,-0.1567,187.1,-29.31857,,,,
PO47785,2025-11-12T20:48:30.776Z,Expected Rate was $2.396 vs. Billed at $2.3058. Please issue Credit Rebill,OE00037507,11495681,Carrix,PRS - Bethlehem - 2400 Commerce Center Blvd,dispute_active,,disputed,price_discrepancy,87 Unleaded - Reform (w/10% Eth),2.396,2.3058,-0.0902,126.7,-11.42834,,,,
PO47679,2025-11-12T14:55:39.786Z,"Dyed Diesel-Gross Contract average For Fairfax: $2.4624
Taylor Margin: $.30
Total price Per Contract: $2.7624
Vendor Billed: $2.8223

Difference: $.0599",OE00037146,B385739-IN,Iron Mountain Data Centers,Iron Mountain - VA 6,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.7624,2.8223,0.0599,5309,318.0091,,,,
PO47757,2025-11-12T12:15:38.272Z,"Dyed Diesel-Gross Contract Average For Columbus: $2.732
Santmyer Margin: $.13
Total Price Per Contract: $2.862
Vendor Billed: $2.8899

Difference: $.0279",OE00037678,IN-160566,"Quality Technology Services, LLC (QTS)",NAL1-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.862,2.8899,0.0279,7500,209.25,,,,
PO47689,2025-11-12T12:09:13.167Z,"Dyed Diesel-Gross Contract Average For Columbus: $2.6822
Santmyer Margin: $.13
Total Price Per Contract: $2.8122
Vendor Billed: $2.8399

Difference: $.0277",OE00037384,IN-160034,"Quality Technology Services, LLC (QTS)",NAL1-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8122,2.8399,0.0277,7502,207.8054,,,,
PO47754,2025-11-12T12:01:47.736Z,"Dyed Diesel-Gross Contract Average For Columbus: $2.732
Santmyer Margin: $.50
Total Price Per Contract: $3.232
Vendor Billed: $3.189611

Difference: $-.042389",OE00037470,IN-160236,"Quality Technology Services, LLC (QTS)",NAL2-DC1,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.232,3.189611,-0.042389,2505.5,-106.2056395,,,,
PO47695,2025-11-12T11:39:15.662Z,"Dyed Diesel-Gross Contract Average For Columbus: $2.6822
Santmyer Margin: $.13
Total Price Per Contract: $2.8122
Vendor Billed: $2.8399

Difference: $.0277",OE00037383,IN-160035,"Quality Technology Services, LLC (QTS)",NAL1-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8122,2.8399,0.0277,7499,207.7223,,,,
PO47756,2025-11-12T11:34:07.035Z,"Dyed Diesel-Gross Contract Average For Columbus: $2.732
Santmyer Margin: $.13
Total Price Per Contract: $2.862
Vendor Billed: $2.889

Difference: $.0279",OE00037623,IN-160514,"Quality Technology Services, LLC (QTS)",NAL1-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.862,2.8899,0.0279,5005.1,139.64229,,,,
PO47319,2025-11-11T18:46:45.647Z,"Dyed Diesel-Gross Contract Average Unbranded For Tampa: $2.5033
Palmdale Margin: $1.10
Total Price Per Contract: $3.6033
Vendor Billed: $3.0078

Difference: $-.5955",OE00037119,SI-131571,"Home Depot U.S.A., Inc.","Home Depot - Largo, FL",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.6033,3.0078,-0.5955,517.9,-308.40945,,,,
PO47737,2025-11-11T15:23:44.367Z,"Pricing should have been 2.5093 vs 2.3296. Freight Rate should have been 0.2 vs. 0.5685 for $109.52 in Freight Total. Please issue a Credit Rebill to correct. ",OE00037386,27147901,Carrix,SSA Pacific - San Diego - 1090 Water St,dispute_active,,disputed,unexpected_line_item,Gasoline (Freight),0,311.31,311.31,547.6,170473.356,,,,
PO47737,2025-11-11T15:23:44.367Z,"Pricing should have been 2.5093 vs 2.3296. Freight Rate should have been 0.2 vs. 0.5685 for $109.52 in Freight Total. Please issue a Credit Rebill to correct. ",OE00037386,27147901,Carrix,SSA Pacific - San Diego - 1090 Water St,dispute_active,,detected,missing_line_item,Freight Charge Gas,109.52000000000001,0,-109.52000000000001,547.6,-59973.15200000001,,,,
PO47737,2025-11-11T15:23:44.367Z,"Pricing should have been 2.5093 vs 2.3296. Freight Rate should have been 0.2 vs. 0.5685 for $109.52 in Freight Total. Please issue a Credit Rebill to correct. ",OE00037386,27147901,Carrix,SSA Pacific - San Diego - 1090 Water St,dispute_active,,disputed,price_discrepancy,Carb Reform 87 Oct w/10% Eth,2.5093,2.3296,-0.1797,547.6,-98.40372,,,,
PO47704,2025-11-11T13:26:43.971Z,"Dyed Diesel-Gross Contract Average For Meridian: $2.462
Rackley Margin: $.30
Total Price Per Contract: $2.762
Vendor Billed: $2.8912

Difference: $.1292",OE00037544,140244,D7 Pneumatics,"D7 Pneumatics - Ackerman, MS,",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.762,2.8912,0.1292,2000,258.40000000000003,,,,
PO47723,2025-11-11T11:41:55.216Z,"Dyed Diesel-Gross Contract Average For Columbus: $2.7603
Santmyer Margin: $.13
Total Price Per Contract: $2.8903
Vendor Billed: $2.9179

Difference: $.0276",OE00037494,IN-160329,"Quality Technology Services, LLC (QTS)",NAL1-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8903,2.9179,0.0276,7500,207.0,,,,
PO47725,2025-11-11T11:38:47.516Z,"Dyed Diesel-Gross Contract Average For Columbus: $2.7603
Santmyer Margin: $.13
Total Price Per Contract: $2.8903
Vendor Billed: $2.9179

Difference: $.0276",OE00037493,IN-160330,"Quality Technology Services, LLC (QTS)",NAL1-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8903,2.9179,0.0276,7500,207.0,,,,
PO47264,2025-11-10T17:39:55.500Z,"Premium RFG-Gross Contract Average Unbranded For Los Angeles: $3.5336
SC Fuels Margin: $.53
Total Price Per Contract: $4.0636
Vendor Billed: $4.775408

Difference: $.711808",OE00036985,IN-0000235220,Clay Lacy Aviation,"Van Nuys, CA",dispute_active,,disputed,price_discrepancy,91 Unleaded - Carb Reform (w/10% Eth),4.0636,4.775408,0.711808,189.9,135.1723392,,,,
PO47682,2025-11-10T17:11:40.660Z,"Dyed Diesel-Gross Contract Average For Fairfax: $2.4624
Taylor Oil Margin: $.30
Total Price Per Contract: $2.7624
Vendor Billed: $2.8223

Difference: $.0599",OE00037144,B385738-IN,Iron Mountain Data Centers,Iron Mountain - VA 6,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.7624,2.8223,0.0599,5311.8,318.17682,,,,
PO47681,2025-11-10T17:04:13.831Z,"Dyed Diesel-Gross Contract Average For Fairfax: $2.4624
Taylor Margin: $.30
Total price Per Contract: $2.7624
Vendor Billed: $2.8223

Difference: $.0599",OE00037147,B385740-IN,Iron Mountain Data Centers,Iron Mountain - VA 6,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.7624,2.8223,0.0599,5300.4,317.49396,,,,
PO45633,2025-11-10T13:20:25.655Z,"Clear Diesel-Gross Contract Average For New York: $2.5651
Summa Margin: $.40
Total Price Per Contract: $2.9651
Vendor Billed: $2.995

Difference: $.0299",OE00037017,137820,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS,2.9651,2.995,0.0299,369.5,11.04805,,,,
PO47501,2025-11-10T12:47:21.085Z,"Dyed Diesel-Gross Contract Average Unbranded For Seattle: $2.616
Christensen Margin: $1.50
Total Price Per Contract: $4.116
Vendor Billed: $4.8954

Difference: $.7794",OE00037374,0780726-IN,US Foods Chef' Store,"CHEF'STORE Everett, WA",dispute_active,,detected,unexpected_line_item,Rounding Adjustment Line,0,0.01,0.01,1,0.01,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,unexpected_line_item,WDCL - ULSD On-Road,0,1482.7,1482.7,493,730971.1,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,47.217749999999995,0,-47.217749999999995,15.7,-741.3186749999999,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,15.0375,0,-15.0375,5,-75.1875,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,20.75175,0,-20.75175,6.9,-143.18707500000002,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,31.278,0,-31.278,10.4,-325.2912,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,113.68349999999998,0,-113.68349999999998,37.8,-4297.236299999999,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,20.75175,0,-20.75175,6.9,-143.18707500000002,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,15.338249999999999,0,-15.338249999999999,5.1,-78.22507499999999,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.34575,0,-18.34575,6.1,-111.90907499999999,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,3.0075,0,-3.0075,1,-3.0075,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,23.458499999999997,0,-23.458499999999997,7.8,-182.97629999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,130.82625,0,-130.82625,43.5,-5690.9418749999995,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,186.76575,0,-186.76575,62.1,-11598.153075,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,162.10424999999998,0,-162.10424999999998,53.9,-8737.419074999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,133.533,0,-133.533,44.4,-5928.865199999999,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,21.954749999999997,0,-21.954749999999997,7.3,-160.26967499999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,19.248,0,-19.248,6.4,-123.18720000000002,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,31.278,0,-31.278,10.4,-325.2912,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,16.541249999999998,0,-16.541249999999998,5.5,-90.97687499999999,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,6.6165,0,-6.6165,2.2,-14.556300000000002,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,8.421,0,-8.421,2.8,-23.578799999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,0.9022499999999999,0,-0.9022499999999999,0.3,-0.27067499999999994,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.34575,0,-18.34575,6.1,-111.90907499999999,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,8.72175,0,-8.72175,2.9,-25.293074999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
